Zip,Lat,Lon,SEAI
6211HA,50.8478454069767,5.6910392488372,62.41144063085703
6211HB,50.84817776,5.68979569,63.74043008245924
6211HC,50.8482091035087,5.69019072105263,66.27622080115674
6211HD,50.8477183571428,5.69315168571428,24.44267910404542
6211HE,50.8474029307692,5.69284369999999,41.507943712656356
6211HH,50.8462699888888,5.69459238888888,26.952143571507783
6211HK,50.8462072766666,5.69433764666666,71.78620555253562
6211HL,50.8465355238095,5.69403019999999,57.39788760965347
6211HM,50.8461609066666,5.69354971333333,39.85388149115895
6211HN,50.8463708,5.693185825,23.813501017161418
6211HP,50.8463783764705,5.69250553529411,38.65893930293973
6211HR,50.8467326342105,5.69277300263157,39.51099932160482
6211HT,50.8468970675675,5.69226264324324,63.77637070028384
6211HV,50.8464680818181,5.69199175227272,58.253448281312785
6211HW,50.8474393869565,5.69160895652173,73.23276455457959
6211HX,50.8474072583333,5.69134109999999,48.33289550971696
6211HZ,50.8462130590909,5.69276536363636,27.1756547562981
6211JA,50.8465672365853,5.69076360487804,62.7946872333797
6211JB,50.8467373117647,5.69077415882352,65.64710291701385
6211JC,50.846225089,5.689977654,53.67663185416978
6211JD,50.8459246967741,5.69116535806451,66.25803079727366
6211JG,50.8456934076923,5.69148146153846,49.62773578186344
6211JH,50.8449896226414,5.68963901886792,51.363969762919645
6211JJ,50.8453690864864,5.68972385135135,45.652461101512976
6211JK,50.845489715,5.688187155,21.52514760464571
6211JL,50.8452579150943,5.69109790566037,26.473485619598268
6211JM,50.8449802324324,5.69205776216216,21.885751141204054
6211JN,50.8456793818181,5.69225135,58.184624675826825
6211JP,50.8447528899999,5.691523125,38.8613588645796
6211JR,50.8449695857142,5.69316951428571,50.514241469882165
6211JS,50.8453073999999,5.69467368888888,74.45398843556558
6211JV,50.8433498958333,5.69519164166666,34.9575337489325
6211JW,50.8545948713235,5.69350634101794,44.62297538213778
6211JX,50.8428505818181,5.69389166363636,65.33306831258292
6211JZ,50.8432256571428,5.69369278571428,33.72788992949735
6211KA,50.8435760611111,5.69374711666666,24.618794589727578
6211KB,50.8427873454545,5.69197543636363,37.38508717482608
6211KC,50.8424454,5.68994661428571,29.673277235240263
6211KG,50.8443539166666,5.68974519999999,75.78185914055439
6211KH,50.8444272272727,5.68903139090909,68.48722277386501
6211KJ,50.8449167124999,5.688175225,58.00422539062541
6211KK,50.8445510333333,5.68716309999999,72.28763541126307
6211KL,50.8453993333333,5.68721366666666,68.22032461394687
6211KN,50.8460187533333,5.68671219333333,31.194203533162153
6211KP,50.84671355,5.68921243333333,73.55353990939867
6211KR,50.846853668,5.689326856,52.36053451493904
6211KS,50.84628446,5.68906512,68.44640930984374
6211KV,50.8472147404761,5.68949562619047,73.7654779954096
6211KW,50.8472348695652,5.68921983188405,39.08020849831183
6211KX,50.8477696849999,5.68996541,26.603115471660605
6211KZ,50.8462120138888,5.68502689722222,33.6761097525165
6211LA,50.8478955034482,5.68942643448275,45.626467317575376
6211LB,50.8478674071428,5.68914695714285,69.08088595534959
6211LC,50.84932405,5.68933766666666,71.64383499538062
6211LD,50.8484062924999,5.68850323499999,20.417127831871444
6211LE,50.8494455121951,5.68769387047772,50.64483815465394
6211LG,50.8478133708333,5.688269875,45.04466018892674
6211LH,50.8469034392857,5.68756858420844,33.326468628243816
6211LJ,50.8461652333333,5.68759298333333,27.19192204002097
6211LK,50.84713205,5.68665841538461,40.25691028421768
6211LL,50.8462352749999,5.68679992083333,76.57458223475115
6211LM,50.8456842333333,5.68578831666666,39.39217592124531
6211LN,50.8462193020408,5.68626286122448,51.12743730460197
6211LP,50.8456353547618,5.68505991666666,62.18113753371067
6211LR,50.8453556766666,5.68406196999999,41.81777614275764
6211LS,50.8466539936508,5.68440601587301,78.30692496325764
6211LT,50.8448061033333,5.68253137,77.74683769652668
6211LV,50.8442363857142,5.68290764285714,35.10693774952185
6211LW,50.8445808888888,5.68198583333333,49.83491035354312
6211LX,50.8459043283333,5.68304943499999,38.052698589006184
6211LZ,50.8465053487179,5.68522867179487,37.090429662648056
6211MA,50.8468705051724,5.69353415517241,22.21321684127197
6211MB,50.84652832,5.693338772,56.57386003879381
6211MC,50.8457832210526,5.68899208157894,50.16074139373169
6211MV,50.84647435,5.68272496190476,23.08872507499936
6211MX,50.8465808142857,5.68379967142857,36.71878785419669
6211MZ,50.8456860482758,5.68366538965517,74.49595315799922
6211NA,50.8469327495145,5.68130866019417,34.37371344001835
6211NB,50.8463578083333,5.68100995,28.693692325473386
6211NC,50.8485667833333,5.67858114666666,49.36716561665378
6211ND,50.8478135666666,5.67917983703703,79.13902724663603
6211NE,50.8462052885416,5.680506415625,34.523316290690026
6211NG,50.8493221305555,5.67836876388888,60.328132844352716
6211NH,50.8475005638888,5.6814833611111,65.69717691972306
6211NJ,50.8479843689655,5.68289568275862,34.25825263954398
6211NK,50.8474885966666,5.68017679666666,63.692980916711576
6211NL,50.8487491647058,5.67974833529411,42.06698796315519
6211NM,50.8479373687499,5.680202475,57.938349835614765
6211NN,50.848974325,5.67936520624999,58.01178264565368
6211NP,50.8481666657894,5.6797508368421,52.14648104448551
6211NR,50.8489502081632,5.6805142510204,25.4173862032645
6211NS,50.848057434375,5.68122446875,70.11814973535428
6211NT,50.8490330806451,5.67996982258064,39.24680389830415
6211NV,50.8481233263157,5.68064454736842,31.191110623991253
6211NW,50.8488959774999,5.683491045,22.446508493285833
6211NX,50.8492472941176,5.68483495882352,55.45357659129451
6211NZ,50.8490689999999,5.68433617083333,60.653861710536944
6211PA,50.8495502733333,5.68527700666666,20.995269735671368
6211PB,50.849527690625,5.684172759375,50.72558349795686
6211PC,50.8495307030612,5.68253467448979,33.58974651187628
6211PD,50.84942365,5.6797116207317,58.71036742456699
6211PE,50.8497191358024,5.68482145061728,30.461985740299486
6211PG,50.8496945349206,5.68266954285714,61.456264286147956
6211PH,50.8498337397435,5.68143279615384,43.20412077803225
6211PJ,50.84964780625,5.6792509375,76.20379932420407
6211PK,50.8506704226666,5.68359556933333,28.251256648759593
6211PL,50.8540966460317,5.68417979206349,40.46398106301551
6211PM,50.8528509192307,5.68240517692307,26.808411274435343
6211PN,50.8519879304347,5.68115548695652,75.48161709671376
6211PP,50.8511318999999,5.67988249629629,72.64036120285886
6211PR,50.850069624074,5.6783929537037,35.47649766290934
6211PS,50.850237572,5.679649552,59.59904276205074
6211PW,50.8491981776119,5.68219445373134,69.03333201207295
6211PX,50.84852132,5.682103036,53.31204869596774
6211PZ,50.8488308773584,5.68157167735848,51.77903470136039
6211RA,50.8529318311475,5.68384065081967,34.5111374540271
6211RB,50.8515461661016,5.68190241525424,25.586166068353954
6211RC,50.8503461588235,5.68004572941176,73.83294547719962
6211RD,50.8530379166666,5.68360649,74.02508342979982
6211RE,50.8522893173913,5.68248249565217,57.986087436396076
6211RG,50.8515709499999,5.6813954125,40.34178746292204
6211RH,50.8508266774193,5.6802861032258,40.95257447675965
6211RJ,50.849992037037,5.6791805037037,63.557340732214364
6211RK,50.8519890530612,5.68448005306122,73.82661559715463
6211RL,50.8521953619047,5.68453122857142,73.22518545590704
6211RM,50.8518597875,5.683187325,66.79253275145743
6211RN,50.8532605097561,5.68495059390243,58.52189876925726
6211RP,50.8517336466019,5.6862575368932,25.04839789970293
6211RR,50.8532951979166,5.68456589791666,29.697722845676825
6211RS,50.8525213733333,5.68527699333333,73.91325131162475
6211RT,50.8517501529411,5.68596715,56.3857435795754
6211RV,50.8513087837209,5.6873814116279,20.55182309699778
6211RW,50.8541176234782,5.68568202956521,26.088292571961926
6211RX,50.85385471,5.68512813,59.81010614648335
6211RZ,50.8540521449275,5.68894656086956,20.30369503077312
6211SB,50.85360085,5.68870048749999,29.648483085049918
6211SC,50.8538933472222,5.68902064444444,52.924027361995165
6211SE,50.8533886785714,5.68901900714285,61.513711861561596
6211SG,50.851768482,5.689316464,59.11767557015603
6211SH,50.8531907678571,5.68879784285714,33.45615856763359
6211SJ,50.8518096710526,5.68905990263157,62.73075328085215
6211SK,50.85253504,5.68969885999999,34.23494524980801
6211SL,50.8523950764705,5.68789914117646,39.52398188955606
6211SM,50.8530091642857,5.68812000892857,64.78948430708145
6211SN,50.8516732374999,5.68824055416666,58.97797394283288
6211SP,50.8526979823529,5.68785373411764,70.95340462965068
6211SR,50.8509710956521,5.68948937391304,59.4567735380206
6211ST,50.8507263431818,5.68802791136363,54.098516200128294
6211SV,50.850185521839,5.68648092183907,25.620486069685548
6211SW,50.8510715617021,5.68914616595744,42.06294818356601
6211SX,50.8508697352272,5.68765746704545,35.91214206090353
6211SZ,50.8503052666666,5.68632781481481,34.63937860274501
6211TA,50.8504952461538,5.68895652692307,78.38063328514673
6211TB,50.8503573785714,5.68739338571428,43.58586348000563
6211TC,50.8497067343283,5.68669103731343,73.5227933106268
6211TD,50.8496188499999,5.68587261923077,57.86831755983577
6211TE,50.8476305583333,5.686864475,67.6886782124989
6211TG,50.84800504,5.68735454,50.15822558631153
6211WB,50.8547059102803,5.68573781214953,54.614233077581545
6211WC,50.8546126823529,5.68686122352941,49.55106162913184
6211WD,50.8543455964285,5.68764911071428,31.71457926788267
6211WE,50.8548434842105,5.68791226666666,63.34712691569032
6211WH,50.8552896564417,5.68767852331288,36.846341746451344
6211XA,50.8545785583333,5.69186313333333,21.45895798588723
6211XB,50.85442422,5.69215033333333,58.72833775443007
6211XC,50.8536120133333,5.68575841333333,30.626640764422937
6211XD,50.8532834125,5.68613103749999,76.42751506117486
6211XE,50.8532084666666,5.68580551111111,77.23571462015525
6211XG,50.8535113714285,5.68656612142857,74.89186341322691
6211XH,50.8527420636363,5.68666293636363,42.20952201532666
6211XJ,50.8531825069767,5.68686658837209,20.927396991732046
6211XK,50.8521741,5.68688042542372,75.69911375526353
6211XL,50.8535962833333,5.6854995,45.69104889903886
6211XN,50.8525592823529,5.68393777058823,77.99928914262017
6211XP,50.8524089954545,5.68408322727272,77.81719862535516
6211XR,50.8525279235294,5.68389562941176,71.1805673280416
6211XS,50.85242068,5.68413805999999,37.66693352417514
6211XX,50.8554268695652,5.6891104347826,43.105863716115515
6211XZ,50.8567892854166,5.68950240516679,71.06820029101141
6212AA,50.8420571096774,5.69290248709677,39.01532030937666
6212AB,50.8415785352941,5.68936185294117,30.16956480116555
6212AC,50.8415618833333,5.69574611666666,53.40807574750101
6212AD,50.84104471875,5.69562588749999,76.16928644964686
6212AE,50.8386374894736,5.69493341403508,61.76178780049838
6212AG,50.8365686,5.69431073913043,54.203670205361895
6212AH,50.83459885,5.69388701428571,25.830589626246113
6212AJ,50.83096826,5.694927995,56.90043360195018
6212AK,50.8291713210526,5.69561846842105,79.4032310062558
6212AL,50.8271354904761,5.69585779523809,28.405040914191442
6212AM,50.8417125785714,5.69456494999999,51.0997791418242
6212AN,50.8408534562499,5.69480218125,72.64238431567733
6212AP,50.8412048428571,5.69420187857142,64.44611706525227
6212AR,50.8411624999999,5.69321899166666,61.82094445971608
6212AS,50.8402006461538,5.69552266923076,62.14904503922656
6212AT,50.8405096199999,5.69312373,41.56946907318531
6212AV,50.8398003214285,5.69573610714285,37.6155106558696
6212AW,50.84027704,5.68972677999999,68.56166932871082
6212BA,50.8406644157894,5.69037096842105,68.60680368075084
6212BB,50.8404299888888,5.68825077777777,72.02433911480622
6212BC,50.8410758294117,5.69057213529411,74.79443315338827
6212BD,50.8409309857142,5.68958957142857,50.68054393165627
6212BE,50.8408104153846,5.6888024,50.090977681231976
6212BG,50.8402977692307,5.69128376153846,67.89771073800651
6212BH,50.8411766529411,5.68844748235294,58.99783584666591
6212BJ,50.840068185,5.688894535,62.1180126354622
6212BK,50.8400672999999,5.68856836666666,67.74756016616607
6212BL,50.8396739803278,5.69278566393442,73.40032050905398
6212BM,50.8397001666666,5.69043159047619,40.27970941109215
6212BN,50.8393690677419,5.68816492258064,42.53497715839664
6212BP,50.8399557220588,5.69092172058823,25.638916390452138
6212BR,50.8395660809523,5.68824443809523,54.69680845977044
6212BS,50.83904111,5.68966085999999,22.156536427804525
6212BT,50.8390167521739,5.68933176956521,47.93588108794761
6212BV,50.839506025,5.691756075,52.5586780824546
6212BW,50.8383599076923,5.69045719230769,37.192475127697065
6212BX,50.83863622,5.69035525333333,55.44999563414065
6212CA,50.8386157210526,5.69255589999999,21.830014996342967
6212CB,50.8389002857142,5.69302524285714,22.240891324952866
6212CC,50.839423856,5.694008136,69.3560336395795
6212CD,50.8382039944444,5.69422826666666,41.61143848467577
6212CE,50.836290284,5.693847688,27.623630759113087
6212CG,50.8394304677419,5.69368409032258,51.334595603288264
6212CH,50.8368700399999,5.69377443499999,66.19961318591665
6212CJ,50.8351982652173,5.69350414347825,32.949261649810595
6212CK,50.8387407354838,5.69456400967741,57.373428549140016
6212CL,50.8378799238095,5.69290061904762,25.120847899626078
6212CM,50.8380831052631,5.6929272,23.10090327011646
6212CN,50.8392452904762,5.69106352380952,51.88127789408888
6212CP,50.83824046875,5.691651425,52.43810729660639
6212CR,50.8370039571428,5.69276002,58.24579408989239
6212CS,50.8390883368421,5.6908822368421,63.56548002335969
6212CT,50.8368245588235,5.69209482352941,78.55112476775207
6212CV,50.8355999846153,5.69299692307692,50.97802089807172
6212CW,50.8372232866666,5.69279470666666,39.377388376474755
6212CX,50.8374236839999,5.692905208,67.71117168612221
6212CZ,50.8352764799999,5.69125774,36.24993507572445
6212EA,50.8356020333333,5.68942925555555,46.338285242338166
6212EB,50.83583652,5.68906544,24.70738288053596
6212EC,50.836827876923,5.68772536153846,21.52104460492745
6212EG,50.8363269058823,5.68855637058823,77.7589048806755
6212EH,50.8369336,5.6883443,70.15880723073235
6212EJ,50.8376268571428,5.68826475,61.75845236562188
6212EK,50.8365175299999,5.68963628999999,44.53717666485619
6212EL,50.83733957,5.68813008,30.397659204250747
6212EM,50.8363025909091,5.68940246363636,29.38622256026516
6212EN,50.8386220571428,5.68796521904761,35.01457388987572
6212EP,50.8375095666666,5.69002011666666,52.95359988236723
6212ER,50.8384417149999,5.687861755,62.87575536200374
6212ES,50.8369470473684,5.69001507368421,59.61184260306388
6212ET,50.8397860688888,5.68757173777777,36.79603381675657
6212EV,50.83983725,5.687301875,77.29191683979164
6212EW,50.839237375,5.68704095,64.2738150017461
6212EX,50.8398471307692,5.68685751538461,53.26124315068404
6212EZ,50.8399725333333,5.68634263333333,56.70324477406113
6212GA,50.84039970625,5.685458075,45.176003745667394
6212GB,50.8395572449999,5.686317075,34.86385937006945
6212GC,50.840859316279,5.6841703116279,41.35836071907569
6212GD,50.8401939380952,5.68531909523809,65.47076662786215
6212GE,50.8391635153846,5.68636593076923,20.863609317785354
6212GG,50.8390311789473,5.68481347368421,26.964358430414975
6212GH,50.8381818791666,5.68302216458333,22.760158521305165
6212GJ,50.8392926615384,5.68473219230769,22.44372813913821
6212GK,50.8385784818181,5.68240361818181,71.32763504066043
6212GL,50.8400469620689,5.68426975172413,62.219471562801424
6212GM,50.8396439499999,5.68409535,48.45042974523951
6212GN,50.8394700923076,5.68379661538461,25.87004963906009
6212GP,50.8398780090909,5.68341265454545,49.49695250700994
6212GR,50.8403134333333,5.68296957777777,48.408306246833945
6212GS,50.8408307875,5.6829623625,30.392112194600912
6212GT,50.83984085,5.68260295,46.03109895427838
6212GV,50.83885456,5.6839569,43.91028406384241
6212GW,50.8397743714285,5.68217180714285,56.951005883132986
6212GX,50.83881248,5.6835798,58.10561905205863
6212HA,50.8392526571428,5.68179502857142,22.718240586322672
6212HB,50.839201925,5.68132474374999,42.47675687758827
6212HC,50.8395373583333,5.6807606,57.55159494285418
6212HD,50.8375059571428,5.68141463571428,50.188175514805266
6212HH,50.8384483666666,5.67914988333333,71.38939047129934
6212NA,50.8189678619047,5.69389399523809,59.5216178971367
6212NC,50.8300577111111,5.69386730555555,29.77606562488578
6212NE,50.8272819,5.690952,24.234124844025793
6212NH,50.8372684416666,5.68594240833333,58.54515669237894
6212NJ,50.8252744697,5.67497015413127,21.59067863249731
6212NK,50.8285785199999,5.67280502,55.1465348764078
6212NL,50.83465366,5.67479838,76.41381448549745
6212XA,50.8384199791666,5.68572146666666,54.52845067255274
6212XB,50.8369310285714,5.68304903809523,43.29019557239131
6212XC,50.8348467115384,5.68105101538461,58.59729310654119
6212XD,50.83395892,5.680309788,47.495173429491
6212XE,50.8329578565217,5.67955903913043,52.7370073589561
6212XG,50.8318924,5.67868839047619,76.48788852659152
6212XH,50.838633940625,5.6857513375,43.16615826804646
6212XJ,50.837945535,5.683589575,77.67143382943485
6212XK,50.8350823719999,5.68056294427001,74.32103851736383
6212XN,50.8413909851851,5.69751702962962,31.747468087357788
6212XR,50.8391043105263,5.69606862631579,24.161678052509927
6212XS,50.8366352555555,5.69537564444444,26.0466800826456
6212XV,50.8360276897058,5.69551696296129,21.093309539092985
6212XW,50.8406777266666,5.69776623333333,25.6665776453557
6212XX,50.8402974846153,5.69740314615384,60.98040640498141
6212XZ,50.8399946043478,5.69718960434782,24.27131890761374
6213AA,50.8418356666666,5.68124604166666,39.138537817625675
6213AB,50.8419479857142,5.68013887857142,70.69251865816727
6213AC,50.8422250166666,5.6804137,21.39631614414955
6213AD,50.84165525,5.68020045,68.86810895533614
6213AE,50.8410233571428,5.67864578571428,36.911286486403995
6213AJ,50.841184075,5.67876060833333,27.089889657299373
6213AK,50.8403501847826,5.67760917391304,61.804229921849036
6213AL,50.8403003153846,5.67692389230769,57.73657080679304
6213AM,50.8383185,5.674206128,72.64832081162318
6213AP,50.840066235,5.67602888499999,64.10426262823314
6213BA,50.8413056199999,5.6775382,68.20885582309091
6213BB,50.8403620375,5.6762339,36.922074354278394
6213BD,50.8393595826086,5.67439596521739,30.646372626783368
6213BE,50.8375998759999,5.672615932,65.0368850984515
6213BG,50.8431191516129,5.67892763870967,68.41008435603584
6213BH,50.8417197695652,5.67767840434782,79.4303085200404
6213BJ,50.84075258,5.676200152,44.757060614685585
6213BK,50.8396672823529,5.6744171,42.32108514756699
6213BL,50.8374784260869,5.67249052173913,66.58477764451982
6213BP,50.8380665,5.6721877,40.448212415181075
6213BR,50.838025590909,5.67108853636363,75.84543953621389
6213BS,50.8384530875,5.67105920416666,71.5047651105807
6213BT,50.8388983666666,5.66942166666666,45.7396416425011
6213BV,50.83891463125,5.671523375,65.05226406748984
6213CA,50.8421642636363,5.67773920909091,65.27257244508094
6213CB,50.8416761130434,5.67637816956521,26.187432130155955
6213CC,50.840543385,5.67445768,74.15317440077399
6213CD,50.8414542944444,5.67559543888888,50.315142346871426
6213CE,50.8404088749999,5.6748695875,69.5874479664645
6213CG,50.8427931999999,5.67637986875,39.20297606183671
6213CH,50.8407912954545,5.67318742272727,73.73139370977202
6213CJ,50.8393393857142,5.66960671428571,43.35210072404979
6213CK,50.8420436249999,5.67398637083333,20.6502590888179
6213CN,50.8399787363636,5.6712067,74.32291858515582
6213CP,50.8397935533333,5.66888625333333,25.477200607168015
6213CR,50.8405920611111,5.67208696666666,39.15881825542489
6213CS,50.8402432263157,5.66996900526315,77.0037180230483
6213CT,50.8402949062499,5.6698377375,77.03642881625336
6213CV,50.840243075,5.66897483749999,54.40627328739717
6213CW,50.8407034666666,5.66845038749999,57.91023273018796
6213EB,50.8385716,5.66547324285714,46.90673131869919
6213EC,50.8385878333333,5.66552125333333,37.592646301883875
6213EG,50.8356326056338,5.65828167464788,39.71987272219496
6213EJ,50.83563807,5.66043731999999,60.35110736462231
6213EM,50.8401473625,5.66675278437499,65.1424717662608
6213EN,50.840142737037,5.66674912222222,67.4947426235509
6213EP,50.8399016611111,5.66628807222222,67.37708856767324
6213ER,50.8398643861111,5.66621715833333,25.472366182921423
6213ES,50.8394804545454,5.66518482272727,49.66521828215489
6213ET,50.839463344186,5.66491626279069,23.453525600998656
6213EV,50.8372934304347,5.66543919130434,52.97173293942413
6213EW,50.837442585,5.665249505,46.49183008240262
6213EX,50.83850241,5.66397247,73.26225096549798
6213EZ,50.8391105666666,5.66424769999999,41.05490075312472
6213GA,50.8433300619632,5.67776516319018,27.02402098565635
6213GB,50.8417260256227,5.67041628398576,28.57950092317015
6213GC,50.8376240633333,5.65968020666666,65.69063790304833
6213GD,50.8346796592592,5.65246368148148,57.09308379897566
6213GE,50.8379089214285,5.66167945,26.067360567367416
6213GG,50.8378138499999,5.66283209999999,25.046408366899847
6213GH,50.8379667142857,5.66262502142857,62.0581478875472
6213GJ,50.8363345714285,5.6606341,24.36578038185161
6213GK,50.8353550785714,5.66200855714285,69.31160355742136
6213GL,50.8372738263158,5.6610989,62.374533629389774
6213GM,50.8368171153846,5.6591384,24.880926838513986
6213GP,50.8364279666666,5.65777542222222,25.090262845111514
6213GR,50.83510281,5.66020056,79.19837471007052
6213GS,50.8346675333333,5.66032336666666,42.45624774536722
6213GV,50.8357456051282,5.66426047435897,42.23852882401346
6213GW,50.834666908,5.66157162,68.76797403545015
6213GX,50.8360266666666,5.65971013333333,76.83491464303152
6213GZ,50.83595704,5.6592839,79.16006382937226
6213HD,50.8331813837837,5.66154047027026,65.2026911155365
6213HE,50.8342694588235,5.65648443529411,42.57557513185495
6213HG,50.8328296894736,5.65879647894736,25.010043001920124
6213HH,50.8335442785714,5.65719896428571,66.6288149556462
6213HK,50.83487515,5.6538786,53.504254984148304
6213HL,50.8344653333333,5.65414714666666,45.453320554818575
6213HN,50.8342706823529,5.65301157647058,74.38126310568416
6213HP,50.8341948,5.65203687142857,26.67184893836908
6213HR,50.8339313333333,5.65270008333333,49.55750625745155
6213HS,50.8336360857142,5.65190160714285,20.681218686045145
6213HT,50.8337203249999,5.65143561249999,48.11963851964758
6213HV,50.8336959941176,5.65363494117647,23.378196540910242
6213HW,50.8336512333333,5.65308183333333,27.129074976084315
6213HX,50.8332531444444,5.65201454444444,27.05157480662629
6213HZ,50.8333246571428,5.65074320714285,58.95261812696381
6213JA,50.8327713105263,5.6557933,64.7626927559254
6213JB,50.83179853,5.65819629,55.00212590582958
6213JC,50.8332355016666,5.65565663833333,77.73035290847253
6213JD,50.8321242714285,5.65849031904761,42.49223477142225
6213JG,50.8331164105263,5.65383884736842,37.14272517691164
6213JH,50.83281055,5.65404891666666,72.11594769136761
6213JK,50.8323338277777,5.65396672222222,33.41575031116716
6213JL,50.8325700999999,5.65386314736842,77.79335236643668
6213JN,50.832201575,5.65461973333333,20.72926848138898
6213JP,50.8318852266666,5.65464697333333,78.19272960245834
6213JR,50.8315361857142,5.65591602857142,22.589594717034565
6213JS,50.8315142928571,5.65773888571428,73.46858682188426
6213JT,50.8312879434782,5.65566591304347,51.66206654517799
6213JV,50.8311205352941,5.65760180588235,79.57788776715802
6213JW,50.83196904,5.65514154,24.427793884123933
6213JX,50.8321369642857,5.6562134,53.231257064079244
6213JZ,50.8319992090909,5.65649844545454,78.15815213714595
6213KA,50.8315785363636,5.65709568181818,51.38587065020893
6213KB,50.83184368125,5.6571057375,57.763918288115754
6213KD,50.8319493772727,5.65318569545454,61.74492133907703
6213KE,50.83132884,5.65391996,47.27246388606639
6213KG,50.8324733272727,5.65324171818181,57.6534848050438
6213NA,50.8347635166666,5.67401686666666,55.058858715386016
6213NB,50.82331122,5.66829872,74.06948062945935
6213NC,50.8340218882352,5.67105640588235,22.726782820487472
6213NE,50.8334254117647,5.66762047647058,36.85779137553382
6214AA,50.8490211018518,5.67545831111111,77.02468904459352
6214AB,50.849007,5.67751505454545,73.41582703345497
6214AC,50.8490556071428,5.67738560714285,47.33940516714277
6214AD,50.8482668399999,5.67814836857142,57.207955868092206
6214AE,50.846968348,5.679171696,36.64287097886796
6214AG,50.8453875571428,5.68039934285714,31.28726958342568
