Zip,Lat,Lon
6211JK,50.845489715,5.688187155
6211JL,50.8452579150943,5.69109790566037
6211JM,50.8449802324324,5.69205776216216
6211JN,50.8456793818181,5.69225135
6211JP,50.8447528899999,5.691523125
6211JR,50.8449695857142,5.69316951428571
6211JS,50.8453073999999,5.69467368888888
6211JV,50.8433498958333,5.69519164166666
6211JW,50.8545948713235,5.69350634101794
6211JX,50.8428505818181,5.69389166363636
6211JZ,50.8432256571428,5.69369278571428
6211KA,50.8435760611111,5.69374711666666
6211KB,50.8427873454545,5.69197543636363
6211KC,50.8424454,5.68994661428571
6211KG,50.8443539166666,5.68974519999999
6211KH,50.8444272272727,5.68903139090909
6211KJ,50.8449167124999,5.688175225
6211KK,50.8445510333333,5.68716309999999
6211KL,50.8453993333333,5.68721366666666
6211KN,50.8460187533333,5.68671219333333
6211KP,50.84671355,5.68921243333333
6211KR,50.846853668,5.689326856
6211KS,50.84628446,5.68906512
6211KV,50.8472147404761,5.68949562619047
6211KW,50.8472348695652,5.68921983188405
6211KX,50.8477696849999,5.68996541
6211KZ,50.8462120138888,5.68502689722222
6211LA,50.8478955034482,5.68942643448275
6211LB,50.8478674071428,5.68914695714285
6211LC,50.84932405,5.68933766666666
6211LD,50.8484062924999,5.68850323499999
6211LE,50.8494455121951,5.68769387047772
6211LG,50.8478133708333,5.688269875
6211LH,50.8469034392857,5.68756858420844
6211LJ,50.8461652333333,5.68759298333333
6211LK,50.84713205,5.68665841538461
6211LL,50.8462352749999,5.68679992083333
6211LM,50.8456842333333,5.68578831666666
6211LN,50.8462193020408,5.68626286122448
6211LP,50.8456353547618,5.68505991666666
6211LR,50.8453556766666,5.68406196999999
6211LS,50.8466539936508,5.68440601587301
6211LT,50.8448061033333,5.68253137
6211LV,50.8442363857142,5.68290764285714
6211LW,50.8445808888888,5.68198583333333
6211LX,50.8459043283333,5.68304943499999
6211LZ,50.8465053487179,5.68522867179487
6211MA,50.8468705051724,5.69353415517241
6211MB,50.84652832,5.693338772
6211MC,50.8457832210526,5.68899208157894
6211MV,50.84647435,5.68272496190476
6211MX,50.8465808142857,5.68379967142857
6211MZ,50.8456860482758,5.68366538965517
6211NA,50.8469327495145,5.68130866019417
6211NB,50.8463578083333,5.68100995
6211NC,50.8485667833333,5.67858114666666
6211ND,50.8478135666666,5.67917983703703
6211NE,50.8462052885416,5.680506415625
6211NG,50.8493221305555,5.67836876388888
6211NH,50.8475005638888,5.6814833611111
6211NJ,50.8479843689655,5.68289568275862
6211NK,50.8474885966666,5.68017679666666
6211NL,50.8487491647058,5.67974833529411
6211NM,50.8479373687499,5.680202475
6211NN,50.848974325,5.67936520624999
6211NP,50.8481666657894,5.6797508368421
6211NR,50.8489502081632,5.6805142510204
6211NS,50.848057434375,5.68122446875
6211NT,50.8490330806451,5.67996982258064
6211NV,50.8481233263157,5.68064454736842
6211NW,50.8488959774999,5.683491045
6211NX,50.8492472941176,5.68483495882352
6211NZ,50.8490689999999,5.68433617083333
6211PA,50.8495502733333,5.68527700666666
6211PB,50.849527690625,5.684172759375
6211PC,50.8495307030612,5.68253467448979
6211PD,50.84942365,5.6797116207317
6211PE,50.8497191358024,5.68482145061728
6211PG,50.8496945349206,5.68266954285714
6211PH,50.8498337397435,5.68143279615384
6211PJ,50.84964780625,5.6792509375
6211PK,50.8506704226666,5.68359556933333
6211PL,50.8540966460317,5.68417979206349
6211PM,50.8528509192307,5.68240517692307
6211PN,50.8519879304347,5.68115548695652
6211PP,50.8511318999999,5.67988249629629
6211PR,50.850069624074,5.6783929537037
6211PS,50.850237572,5.679649552
6211PW,50.8491981776119,5.68219445373134
6211PX,50.84852132,5.682103036
6211PZ,50.8488308773584,5.68157167735848
6211RA,50.8529318311475,5.68384065081967
6211RB,50.8515461661016,5.68190241525424
6211RC,50.8503461588235,5.68004572941176
6211RD,50.8530379166666,5.68360649
6211RE,50.8522893173913,5.68248249565217
6211RG,50.8515709499999,5.6813954125
6211RH,50.8508266774193,5.6802861032258
6211RJ,50.849992037037,5.6791805037037
6211RK,50.8519890530612,5.68448005306122
6211RL,50.8521953619047,5.68453122857142
6211RM,50.8518597875,5.683187325
6211RN,50.8532605097561,5.68495059390243
6211RP,50.8517336466019,5.6862575368932
6211RR,50.8532951979166,5.68456589791666
6211RS,50.8525213733333,5.68527699333333
6211RT,50.8517501529411,5.68596715
6211RV,50.8513087837209,5.6873814116279
6211RW,50.8541176234782,5.68568202956521
6211RX,50.85385471,5.68512813
6211RZ,50.8540521449275,5.68894656086956
6211SB,50.85360085,5.68870048749999
6211SC,50.8538933472222,5.68902064444444
6211SE,50.8533886785714,5.68901900714285
6211SG,50.851768482,5.689316464
6211SH,50.8531907678571,5.68879784285714
6211SJ,50.8518096710526,5.68905990263157
6211SK,50.85253504,5.68969885999999
6211SL,50.8523950764705,5.68789914117646
6211SM,50.8530091642857,5.68812000892857
6211SN,50.8516732374999,5.68824055416666
6211SP,50.8526979823529,5.68785373411764
6211SR,50.8509710956521,5.68948937391304
6211ST,50.8507263431818,5.68802791136363
6211SV,50.850185521839,5.68648092183907
6211SW,50.8510715617021,5.68914616595744
6211SX,50.8508697352272,5.68765746704545
6211SZ,50.8503052666666,5.68632781481481
6211TA,50.8504952461538,5.68895652692307
6211TB,50.8503573785714,5.68739338571428
6211TC,50.8497067343283,5.68669103731343
6211TD,50.8496188499999,5.68587261923077
6211TE,50.8476305583333,5.686864475
6211TG,50.84800504,5.68735454
6211WB,50.8547059102803,5.68573781214953
6211WC,50.8546126823529,5.68686122352941
6211WD,50.8543455964285,5.68764911071428
6211WE,50.8548434842105,5.68791226666666
6211WH,50.8552896564417,5.68767852331288
6211XA,50.8545785583333,5.69186313333333
6211XB,50.85442422,5.69215033333333
6211XC,50.8536120133333,5.68575841333333
6211XD,50.8532834125,5.68613103749999
6211XE,50.8532084666666,5.68580551111111
6211XG,50.8535113714285,5.68656612142857
6211XH,50.8527420636363,5.68666293636363
6211XJ,50.8531825069767,5.68686658837209
6211XK,50.8521741,5.68688042542372
6211XL,50.8535962833333,5.6854995
6211XN,50.8525592823529,5.68393777058823
6211XP,50.8524089954545,5.68408322727272
6211XR,50.8525279235294,5.68389562941176
6211XS,50.85242068,5.68413805999999
6211XX,50.8554268695652,5.6891104347826
6211XZ,50.8567892854166,5.68950240516679
6212AA,50.8420571096774,5.69290248709677
6212AB,50.8415785352941,5.68936185294117
6212AC,50.8415618833333,5.69574611666666
6212AD,50.84104471875,5.69562588749999
6212AE,50.8386374894736,5.69493341403508
6212AG,50.8365686,5.69431073913043
6212AH,50.83459885,5.69388701428571
6212AJ,50.83096826,5.694927995
6212AK,50.8291713210526,5.69561846842105
6212AL,50.8271354904761,5.69585779523809
6212AM,50.8417125785714,5.69456494999999
6212AN,50.8408534562499,5.69480218125
6212AP,50.8412048428571,5.69420187857142
6212AR,50.8411624999999,5.69321899166666
6212AS,50.8402006461538,5.69552266923076
6212AT,50.8405096199999,5.69312373
6212AV,50.8398003214285,5.69573610714285
6212AW,50.84027704,5.68972677999999
6212BA,50.8406644157894,5.69037096842105
6212BB,50.8404299888888,5.68825077777777
6212BC,50.8410758294117,5.69057213529411
6212BD,50.8409309857142,5.68958957142857
6212BE,50.8408104153846,5.6888024
6212BG,50.8402977692307,5.69128376153846
6212BH,50.8411766529411,5.68844748235294
6212BJ,50.840068185,5.688894535
6212BK,50.8400672999999,5.68856836666666
6212BL,50.8396739803278,5.69278566393442
6212BM,50.8397001666666,5.69043159047619
6212BN,50.8393690677419,5.68816492258064
6212BP,50.8399557220588,5.69092172058823
6212BR,50.8395660809523,5.68824443809523
6212BS,50.83904111,5.68966085999999
6212BT,50.8390167521739,5.68933176956521
6212BV,50.839506025,5.691756075
6212BW,50.8383599076923,5.69045719230769
6212BX,50.83863622,5.69035525333333
6212CA,50.8386157210526,5.69255589999999
6212CB,50.8389002857142,5.69302524285714
6212CC,50.839423856,5.694008136
6212CD,50.8382039944444,5.69422826666666
6212CE,50.836290284,5.693847688
6212CG,50.8394304677419,5.69368409032258
6212CH,50.8368700399999,5.69377443499999
6212CJ,50.8351982652173,5.69350414347825
6212CK,50.8387407354838,5.69456400967741
6212CL,50.8378799238095,5.69290061904762
6212CM,50.8380831052631,5.6929272
6212CN,50.8392452904762,5.69106352380952
6212CP,50.83824046875,5.691651425
6212CR,50.8370039571428,5.69276002
6212CS,50.8390883368421,5.6908822368421
6212CT,50.8368245588235,5.69209482352941
6212CV,50.8355999846153,5.69299692307692
6212CW,50.8372232866666,5.69279470666666
6212CX,50.8374236839999,5.692905208
6212CZ,50.8352764799999,5.69125774
6212EA,50.8356020333333,5.68942925555555
6212EB,50.83583652,5.68906544
6212EC,50.836827876923,5.68772536153846
6212EG,50.8363269058823,5.68855637058823
6212EH,50.8369336,5.6883443
6212EJ,50.8376268571428,5.68826475
6212EK,50.8365175299999,5.68963628999999
6212EL,50.83733957,5.68813008
6212EM,50.8363025909091,5.68940246363636
6212EN,50.8386220571428,5.68796521904761
6212EP,50.8375095666666,5.69002011666666
6212ER,50.8384417149999,5.687861755
6212ES,50.8369470473684,5.69001507368421
6212ET,50.8397860688888,5.68757173777777
6212EV,50.83983725,5.687301875
6212EW,50.839237375,5.68704095
6212EX,50.8398471307692,5.68685751538461
6212EZ,50.8399725333333,5.68634263333333
6212GA,50.84039970625,5.685458075
6212GB,50.8395572449999,5.686317075
6212GC,50.840859316279,5.6841703116279
6212GD,50.8401939380952,5.68531909523809
6212GE,50.8391635153846,5.68636593076923
6212GG,50.8390311789473,5.68481347368421
6212GH,50.8381818791666,5.68302216458333
6212GJ,50.8392926615384,5.68473219230769
6212GK,50.8385784818181,5.68240361818181
6212GL,50.8400469620689,5.68426975172413
6212GM,50.8396439499999,5.68409535
6212GN,50.8394700923076,5.68379661538461
6212GP,50.8398780090909,5.68341265454545
6212GR,50.8403134333333,5.68296957777777
6212GS,50.8408307875,5.6829623625
6212GT,50.83984085,5.68260295
6212GV,50.83885456,5.6839569
6212GW,50.8397743714285,5.68217180714285
6212GX,50.83881248,5.6835798
6212HA,50.8392526571428,5.68179502857142
6212HB,50.839201925,5.68132474374999
6212HC,50.8395373583333,5.6807606
6212HD,50.8375059571428,5.68141463571428
6212HH,50.8384483666666,5.67914988333333
6212NA,50.8189678619047,5.69389399523809
6212NC,50.8300577111111,5.69386730555555
6212NE,50.8272819,5.690952
6212NH,50.8372684416666,5.68594240833333
6212NJ,50.8252744697,5.67497015413127
6212NK,50.8285785199999,5.67280502
6212NL,50.83465366,5.67479838
6212XA,50.8384199791666,5.68572146666666
6212XB,50.8369310285714,5.68304903809523
6212XC,50.8348467115384,5.68105101538461
6212XD,50.83395892,5.680309788
6212XE,50.8329578565217,5.67955903913043
6212XG,50.8318924,5.67868839047619
6212XH,50.838633940625,5.6857513375
6212XJ,50.837945535,5.683589575
6212XK,50.8350823719999,5.68056294427001
6212XN,50.8413909851851,5.69751702962962
6212XR,50.8391043105263,5.69606862631579
6212XS,50.8366352555555,5.69537564444444
6212XV,50.8360276897058,5.69551696296129
6212XW,50.8406777266666,5.69776623333333
6212XX,50.8402974846153,5.69740314615384
6212XZ,50.8399946043478,5.69718960434782
6213AA,50.8418356666666,5.68124604166666
6213AB,50.8419479857142,5.68013887857142
6213AC,50.8422250166666,5.6804137
6213AD,50.84165525,5.68020045
6213AE,50.8410233571428,5.67864578571428
6213AJ,50.841184075,5.67876060833333
6213AK,50.8403501847826,5.67760917391304
6213AL,50.8403003153846,5.67692389230769
6213AM,50.8383185,5.674206128
6213AP,50.840066235,5.67602888499999
6213BA,50.8413056199999,5.6775382
6213BB,50.8403620375,5.6762339
6213BD,50.8393595826086,5.67439596521739
6213BE,50.8375998759999,5.672615932
6213BG,50.8431191516129,5.67892763870967
6213BH,50.8417197695652,5.67767840434782
6213BJ,50.84075258,5.676200152
6213BK,50.8396672823529,5.6744171
6213BL,50.8374784260869,5.67249052173913
6213BP,50.8380665,5.6721877
6213BR,50.838025590909,5.67108853636363
6213BS,50.8384530875,5.67105920416666
6213BT,50.8388983666666,5.66942166666666
6213BV,50.83891463125,5.671523375
6213CA,50.8421642636363,5.67773920909091
6213CB,50.8416761130434,5.67637816956521
6213CC,50.840543385,5.67445768
6213CD,50.8414542944444,5.67559543888888
6213CE,50.8404088749999,5.6748695875
6213CG,50.8427931999999,5.67637986875
6213CH,50.8407912954545,5.67318742272727
6213CJ,50.8393393857142,5.66960671428571
6213CK,50.8420436249999,5.67398637083333
6213CN,50.8399787363636,5.6712067
6213CP,50.8397935533333,5.66888625333333
6213CR,50.8405920611111,5.67208696666666
6213CS,50.8402432263157,5.66996900526315
6213CT,50.8402949062499,5.6698377375
6213CV,50.840243075,5.66897483749999
6213CW,50.8407034666666,5.66845038749999
6213EB,50.8385716,5.66547324285714
6213EC,50.8385878333333,5.66552125333333
6213EG,50.8356326056338,5.65828167464788
6213EJ,50.83563807,5.66043731999999
6213EM,50.8401473625,5.66675278437499
6213EN,50.840142737037,5.66674912222222
6213EP,50.8399016611111,5.66628807222222
6213ER,50.8398643861111,5.66621715833333
6213ES,50.8394804545454,5.66518482272727
6213ET,50.839463344186,5.66491626279069
6213EV,50.8372934304347,5.66543919130434
6213EW,50.837442585,5.665249505
6213EX,50.83850241,5.66397247
6213EZ,50.8391105666666,5.66424769999999
6213GA,50.8433300619632,5.67776516319018
6213GB,50.8417260256227,5.67041628398576
6213GC,50.8376240633333,5.65968020666666
6213GD,50.8346796592592,5.65246368148148
6213GE,50.8379089214285,5.66167945
6213GG,50.8378138499999,5.66283209999999
6213GH,50.8379667142857,5.66262502142857
6213GJ,50.8363345714285,5.6606341
6213GK,50.8353550785714,5.66200855714285
6213GL,50.8372738263158,5.6610989
6213GM,50.8368171153846,5.6591384
6213GP,50.8364279666666,5.65777542222222
6213GR,50.83510281,5.66020056
6213GS,50.8346675333333,5.66032336666666
6213GV,50.8357456051282,5.66426047435897
6213GW,50.834666908,5.66157162
6213GX,50.8360266666666,5.65971013333333
6213GZ,50.83595704,5.6592839
6213HD,50.8331813837837,5.66154047027026
6213HE,50.8342694588235,5.65648443529411
6213HG,50.8328296894736,5.65879647894736
6213HH,50.8335442785714,5.65719896428571
6213HK,50.83487515,5.6538786
6213HL,50.8344653333333,5.65414714666666
6213HN,50.8342706823529,5.65301157647058
6213HP,50.8341948,5.65203687142857
6213HR,50.8339313333333,5.65270008333333
6213HS,50.8336360857142,5.65190160714285
6213HT,50.8337203249999,5.65143561249999
6213HV,50.8336959941176,5.65363494117647
6213HW,50.8336512333333,5.65308183333333
6213HX,50.8332531444444,5.65201454444444
6213HZ,50.8333246571428,5.65074320714285
6213JA,50.8327713105263,5.6557933
6213JB,50.83179853,5.65819629
6213JC,50.8332355016666,5.65565663833333
6213JD,50.8321242714285,5.65849031904761
6213JG,50.8331164105263,5.65383884736842
6213JH,50.83281055,5.65404891666666
6213JK,50.8323338277777,5.65396672222222
6213JL,50.8325700999999,5.65386314736842
6213JN,50.832201575,5.65461973333333
6213JP,50.8318852266666,5.65464697333333
6213JR,50.8315361857142,5.65591602857142
6213JS,50.8315142928571,5.65773888571428
6213JT,50.8312879434782,5.65566591304347
6213JV,50.8311205352941,5.65760180588235
6213JW,50.83196904,5.65514154
6213JX,50.8321369642857,5.6562134
6213JZ,50.8319992090909,5.65649844545454
6213KA,50.8315785363636,5.65709568181818
6213KB,50.83184368125,5.6571057375
6213KD,50.8319493772727,5.65318569545454
6213KE,50.83132884,5.65391996
6213KG,50.8324733272727,5.65324171818181
6213NA,50.8347635166666,5.67401686666666
6213NB,50.82331122,5.66829872
6213NC,50.8340218882352,5.67105640588235
6213NE,50.8334254117647,5.66762047647058
6214AA,50.8490211018518,5.67545831111111
6214AB,50.849007,5.67751505454545
6214AC,50.8490556071428,5.67738560714285
6214AD,50.8482668399999,5.67814836857142
6214AE,50.846968348,5.679171696
6214AG,50.8453875571428,5.68039934285714
6214AH,50.8468325599999,5.678809165
6214AJ,50.8477483,5.67801672
6214AK,50.8474957466666,5.67789752666666
6214AL,50.8477239357142,5.67682823571428
6214AM,50.8482305333333,5.67711505238095
6214AN,50.8487834311688,5.6758797
6214AP,50.8471465,5.67750415624999
6214AR,50.8470695681818,5.67709936363636
6214AS,50.8463407590909,5.67759951818181
6214AT,50.8467851870967,5.67815837419354
6214AV,50.8463287384615,5.67677643461538
6214AW,50.845913605,5.67931672
6214AX,50.8449165111111,5.67915240555555
6214AZ,50.845854415,5.67886853
6214BA,50.84436345625,5.67904813124999
6214BB,50.8443227566666,5.67943251333333
6214BC,50.8437233380952,5.67688769999999
6214BD,50.8430285799999,5.67406213428571
6214BE,50.8416078208333,5.66877912083333
6214BG,50.8435709790697,5.67494053953488
6214BH,50.8448137285714,5.68069885714285
6214DA,50.84883075,5.67351549749999
6214PA,50.8481216833333,5.67294547037037
6214PB,50.8485013396825,5.67277164285714
6214PC,50.8482441644067,5.67594382203389
6214PD,50.8483926316239,5.67453597948717
6214PE,50.848347325,5.675310925
6214PG,50.8478769,5.67392837619047
6214PH,50.84683108,5.67194339599999
6214PJ,50.8458662944444,5.67079554444444
6214PK,50.8477890928571,5.67587666428571
6214PL,50.847208540909,5.67421409090909
6214PM,50.8478895733333,5.67565587333333
6214PN,50.847404147619,5.67409249523809
6214PP,50.8471387874999,5.6759443875
6214PR,50.8467067380952,5.67465395714285
6214PS,50.8473564266666,5.67601518666666
6214PT,50.8468823772727,5.67446448636363
6214PV,50.8466755590909,5.67648816363636
6214PW,50.84633036,5.67554274666666
6214PX,50.8468399875,5.67639855
6214PZ,50.8463598631578,5.67494385263157
6214RB,50.8460551111111,5.67525895555555
6214RC,50.8449232142857,5.6761203
6214RE,50.8448543625,5.675911675
6214RG,50.84407476875,5.67660559375
6214RH,50.8442057624999,5.67650436875
6214RJ,50.8478307562499,5.675224496875
6214RK,50.8458558277777,5.67647788333333
6214RL,50.8444097736842,5.67742175263157
6214RM,50.8476372285714,5.67501948095238
6214RN,50.846457295238,5.6759111047619
6214RP,50.8450476222222,5.67664472222222
6214RR,50.8443178,5.67720914166666
6214RS,50.8454079692307,5.67758116153846
6214RT,50.8455824333333,5.67757242222222
6214RV,50.8457947571428,5.67702982857142
6214RW,50.8459750666666,5.6776069625
6214RX,50.8461023666666,5.67836705714285
6214RZ,50.84538065,5.67854123333333
6214SC,50.8446595052631,5.67809317894736
6214SE,50.844261675,5.678114625
6214SG,50.8449017999999,5.67779604583333
6214SH,50.84448063125,5.67626960625
6214SJ,50.8450623999999,5.67768348333333
6214SK,50.8446048133333,5.67606670666666
6214SL,50.8468413863636,5.67363037272727
6214SM,50.84473105,5.67529531666666
6214SN,50.8440434214285,5.67580565
6214SP,50.8472786727272,5.67289763636363
6214SR,50.8464127565217,5.67354526086956
6214ST,50.8452888166666,5.67444675833333
6214SV,50.844244476923,5.6752548576923
6214SW,50.8444215666666,5.67426422499999
6214SX,50.8449767764705,5.67418949411764
6214SZ,50.8448592857142,5.67392286428571
6214TB,50.8453874846153,5.67382836923076
6214TC,50.846251065,5.67309187999999
6214TD,50.8461401294117,5.67290272352941
6214TE,50.8456944666666,5.67353794166666
6214TG,50.8459803857142,5.67257282857142
6214TH,50.844973047619,5.67335306666666
6214TJ,50.84556909,5.67233837
6214TK,50.8460966388888,5.67217603333333
6214TL,50.8468411666666,5.67254479166666
6214TM,50.8461263699999,5.67173156
6214TN,50.8454205133333,5.67168218666666
6214TP,50.8453185727272,5.67125391818181
6214TR,50.8451628538461,5.67097573846153
6214TS,50.8443767125,5.67052180416666
6214TT,50.8445739081081,5.67174008108108
6214TV,50.8437200999999,5.67241704166666
6214TW,50.843526,5.6717495875
6214TX,50.8433749666666,5.67102756666666
6214TZ,50.8449436157894,5.67031342105263
6214VG,50.8435156583333,5.6742342625
6214VH,50.8440813666666,5.67483928333333
6214VJ,50.8443475642857,5.67254713571428
6214VK,50.8433813666666,5.67225173333333
6214VL,50.84309905,5.6715845875
6214VM,50.8429991086956,5.67207068695652
6214VN,50.8441715772727,5.67028191818181
6214VS,50.8445308875,5.6669375625
6214VT,50.8446934105263,5.66632162631579
6214VV,50.8436996,5.66413814
6214VW,50.8437081714285,5.66539141428571
6214VX,50.84395114375,5.66576440624999
6214VZ,50.8438352555555,5.66530138333333
6214XA,50.8419095333333,5.6671108
6214XC,50.8438533028571,5.66662435428571
6214XG,50.8438119043478,5.66806834347826
6214XH,50.8437959533333,5.66883413999999
6214XJ,50.8432080631578,5.66699607894736
6214XK,50.8426321941176,5.66613454705882
6214XL,50.8423770708333,5.6674266
6214XM,50.8421858222222,5.66968258888888
6214XN,50.8424988153846,5.66935584615384
6214XP,50.84234414,5.66822123999999
6214XX,50.8416299599999,5.6676997
6214XZ,50.8422466363636,5.66550294545454
6215AC,50.8379036064516,5.65946790967742
6215AD,50.8359684294117,5.65484759411764
6215AE,50.8345845375,5.6513236
6215AG,50.835674955,5.65175999
6215AH,50.8359409249999,5.65310318
6215AJ,50.8362890866666,5.65219676666666
6215AK,50.8373177434782,5.65645152051976
6215BA,50.8396587357142,5.64985524285714
6215BB,50.8395714818181,5.65008218636363
6215BC,50.8394698095238,5.65033881904762
6215BD,50.839320375,5.650762605
6215BE,50.8392109904761,5.65105223333333
6215BG,50.8390562857142,5.65144012380952
6215BH,50.8389387615384,5.65174876153846
6215BJ,50.838830068421,5.65203442105263
6215BK,50.8391996166666,5.64911388888888
6215BL,50.8392123611111,5.64910755555555
6215BM,50.83924014,5.6491372
6215BN,50.8392219555555,5.64911957222222
6215BP,50.8391314239999,5.650063712
6215BR,50.8392024374999,5.64852561499999
6215BS,50.8387519666666,5.64872036666666
6215BT,50.8416340086956,5.64454130434782
6215BV,50.8399201851851,5.64669985925925
6215BW,50.84121194375,5.644281425
6215BX,50.8402810461538,5.64643748461538
6215EA,50.8425209517241,5.6429676275862
6215EB,50.8429115555555,5.64362575833333
6215EC,50.8424851958333,5.64571905416666
6215ED,50.8426676041666,5.64583885
6215EE,50.8430747095238,5.64494932857142
6215EG,50.8402072375,5.64418785416666
6215EH,50.8432579559999,5.646308808
6215EJ,50.8419194317073,5.64520881707317
6215EK,50.8432123344827,5.64714114482758
6215EL,50.8422234428571,5.64610949523809
6215EM,50.8407801413793,5.64513873793103
6215EN,50.840740425,5.645801921875
6215EP,50.840985976923,5.6468386576923
6215ER,50.8404129,5.64713371999999
6215ES,50.8414838259259,5.6465660074074
6215ET,50.8410168999999,5.647499788
6215EV,50.8414654115384,5.64331658846153
6215EW,50.8416476625,5.64383425
6215EX,50.8394086363636,5.64658388787878
6215EZ,50.839746240625,5.64555078125
6215GA,50.8409362727272,5.6479434090909
6215GB,50.84129351875,5.648058
6215GC,50.8408944535714,5.64835214285714
6215GD,50.8402214571428,5.64758253928571
6215GE,50.8419864433333,5.64709994333333
6215GG,50.8429456964285,5.64784586428571
6215GH,50.84329535,5.64807678571428
6215GJ,50.842525075,5.64799608333333
6215GK,50.841641096,5.648584536
6215JA,50.8460506875,5.64951283333333
6215JB,50.8457654842105,5.64674863947368
6215JC,50.8471694785714,5.64796890624101
6215JD,50.8464763757575,5.64514329999999
6215JE,50.84685259,5.64568404
6215JG,50.8472112,5.6468077
6215JH,50.8466513928571,5.64687482857142
6215JJ,50.846663665,5.64802905499999
6215JK,50.84664123125,5.64875026875
6215JL,50.8466336458333,5.64973090315022
6215JM,50.8467344,5.65080226666666
6215JN,50.8472244,5.64331751
6215JP,50.8464596888888,5.64212966666666
6215JR,50.8462473394736,5.64305224210526
6215JS,50.84598411,5.64380339666666
6215JT,50.8458988875,5.644676425
6215JV,50.845259145,5.64326936166666
6215KA,50.844457793617,5.64711586702127
6215KB,50.8444527636363,5.64293103636363
6215KC,50.8445240210526,5.64395213157894
6215KD,50.8446820619047,5.64498488095238
